Unnamed: 0,id,owner,device,timestamp,cellinfo.wgs84.lat,cellinfo.wgs84.lon,cellinfo.azimuth_degrees,cell,cellinfo.postal_code
10589,10589,Agent15,15_1,2023-05-14 20:26:14.335469,52.02068273213007,4.356195988642664,0,0-0-0,2612GV
10590,10590,Agent15,15_1,2023-05-14 22:26:59.799269,52.02651222716517,4.361890476419118,150,0-0-0,2612TL
10591,10591,Agent15,15_1,2023-05-15 00:07:48.060670,52.014509222317706,4.371910882857698,0,0-0-0,2612RZ
10592,10592,Agent15,15_1,2023-05-15 00:24:03.891963,52.01117362924628,4.36145478815113,350,0-0-0,2611GE
10593,10593,Agent15,15_1,2023-05-15 00:24:52.977435,52.02764391326549,4.3576678464392105,120,0-0-0,2612CT
10594,10594,Agent15,15_1,2023-05-15 00:31:40.597657,52.01979036913978,4.362087998218577,320,0-0-0,2612XW
10595,10595,Agent15,15_1,2023-05-15 00:46:06.823956,52.00245449525696,4.345080687398505,0,0-0-0,2614JA
10596,10596,Agent15,15_1,2023-05-15 01:12:59.449124,52.03913150974646,4.368000304253156,120,0-0-0,2497DM
10597,10597,Agent15,15_1,2023-05-15 02:43:41.012491,52.02651222716517,4.361890476419118,40,0-0-0,2612TL
10598,10598,Agent15,15_1,2023-05-15 03:44:37.469893,52.02450964872407,4.310748374501205,60,0-0-0,2286JV
10599,10599,Agent15,15_1,2023-05-15 04:51:04.606949,52.0396415929908,4.3897795793658165,270,0-0-0,2631AC
10600,10600,Agent15,15_1,2023-05-15 07:23:48.934586,52.02767176582986,4.357769210259272,40,0-0-0,2612CT
10601,10601,Agent15,15_1,2023-05-15 07:39:08.096831,52.01447427934024,4.372028215829393,0,0-0-0,2612JZ
10602,10602,Agent15,15_1,2023-05-15 08:42:40.794468,52.02764391326549,4.3576678464392105,350,0-0-0,2612CT
10603,10603,Agent15,15_1,2023-05-15 08:56:06.216062,52.02068273213007,4.356195988642664,0,0-0-0,2612GV
10604,10604,Agent15,15_1,2023-05-15 09:53:12.816286,52.02767176582986,4.357769210259272,40,0-0-0,2612CT
10605,10605,Agent15,15_1,2023-05-15 11:24:29.570018,52.03666344832492,4.364296146600832,120,0-0-0,2497BW
10606,10606,Agent15,15_1,2023-05-15 11:36:06.613085,52.03666344832492,4.364296146600832,120,0-0-0,2497BW
10607,10607,Agent15,15_1,2023-05-15 12:55:53.519540,52.04544334213244,4.346616816639904,120,0-0-0,2289CP
10608,10608,Agent15,15_1,2023-05-15 13:23:07.343311,52.03913150974646,4.368000304253156,120,0-0-0,2497DM
10609,10609,Agent15,15_1,2023-05-15 15:04:10.490421,52.035265044251545,4.332133062573993,120,0-0-0,2288GD
10610,10610,Agent15,15_1,2023-05-15 16:10:21.105545,52.04305029300129,4.355578979769384,120,0-0-0,2497GC
10611,10611,Agent15,15_1,2023-05-15 16:12:36.618053,52.05307289857216,4.330255338276599,120,0-0-0,2282SK
10612,10612,Agent15,15_1,2023-05-15 16:41:59.725107,52.04863182143636,4.373119873619454,240,0-0-0,2496WX
10613,10613,Agent15,15_1,2023-05-15 18:43:58.924233,52.05981542234536,4.384867812280482,150,0-0-0,2491DL
10614,10614,Agent15,15_1,2023-05-15 18:57:49.420301,52.04863182143636,4.373119873619454,240,0-0-0,2496WX
10615,10615,Agent15,15_1,2023-05-15 20:34:17.505201,52.03642915530525,4.324643291533265,120,0-0-0,2288ES
10616,10616,Agent15,15_1,2023-05-15 20:43:47.738927,52.024548659266,4.311082571730208,300,0-0-0,2286JV
10617,10617,Agent15,15_1,2023-05-15 21:09:33.154287,52.03316559146863,4.317623248806779,120,0-0-0,2287RB
10618,10618,Agent15,15_1,2023-05-16 01:00:52.525230,52.04305029300129,4.355578979769384,120,0-0-0,2497GC
10619,10619,Agent15,15_1,2023-05-16 01:28:43.667390,52.04305029300129,4.355578979769384,120,0-0-0,2497GC
10620,10620,Agent15,15_1,2023-05-16 01:49:18.465919,52.02767176582986,4.357769210259272,40,0-0-0,2612CT
10621,10621,Agent15,15_1,2023-05-16 02:30:18.149089,52.03666344832492,4.364296146600832,250,0-0-0,2497BW
10622,10622,Agent15,15_1,2023-05-16 05:05:59.971513,52.03913150974646,4.368000304253156,120,0-0-0,2497DM
10623,10623,Agent15,15_1,2023-05-16 05:07:10.744993,52.03913150974646,4.368000304253156,120,0-0-0,2497DM
10624,10624,Agent15,15_1,2023-05-16 05:26:53.752323,52.02651222716517,4.361890476419118,40,0-0-0,2612TL
10625,10625,Agent15,15_1,2023-05-16 05:29:25.933562,52.03913150974646,4.368000304253156,120,0-0-0,2497DM
10626,10626,Agent15,15_1,2023-05-16 05:40:04.967865,52.0502419599599,4.392226004968058,300,0-0-0,2632CC
10627,10627,Agent15,15_1,2023-05-16 05:49:29.279877,52.04055822994557,4.359440773416596,150,0-0-0,2497GL
10628,10628,Agent15,15_1,2023-05-16 06:02:57.681990,52.02767176582986,4.357769210259272,40,0-0-0,2612CT
10629,10629,Agent15,15_1,2023-05-16 06:11:53.598210,52.03666344832492,4.364296146600832,120,0-0-0,2497BW
10630,10630,Agent15,15_1,2023-05-16 07:28:28.012836,52.03937813037367,4.34992070517012,150,0-0-0,2497GA
10631,10631,Agent15,15_1,2023-05-16 08:41:10.978098,52.02651222716517,4.361890476419118,150,0-0-0,2612TL
